1,11:2;15:1;19:2
2,15:2
3,2:1;12:2;17:2
4,2:2
5,3:2
6,2:1;15:2;18:2
7,2:1;15:2
8,6:1;17:1
9,15:1;17:2;19:2
10,11:1;14:2
11,4:2
12,5:2;20:1
13,5:1;10:1;12:2;13:2
14,3:2;5:2;17:1
15,6:2;7:2
16,5:1
17,4:1
18,5:1;13:1;20:1
19,2:2;6:1;14:2;15:2
20,8:2;18:2;20:1
21,15:2;19:2;20:2
22,20:1
23,16:2
24,4:2;17:1
25,15:1
26,8:2
27,14:1
28,8:1;12:2;13:1
29,4:2
30,2:2
31,5:1;15:1;16:1
32,5:2
33,8:2
34,8:2
35,3:1;4:1;15:1;16:2
36,20:2
37,6:1;14:2
38,17:1;18:2
39,13:2
40,1:2;3:1;12:1
41,2:2;5:1;11:2;12:2
42,3:2;5:1
43,2:1
44,10:2
45,2:2;7:2;9:1
46,4:2;9:2;12:2
47,6:2;16:2
48,3:2;14:1;20:2
49,3:2
50,10:1;14:2;15:2
51,12:2
52,2:2;3:1;13:1
53,2:1;15:1
54,12:2;20:1
55,12:2;15:2
56,5:2;17:2
57,4:1;8:1;9:2
58,4:2;9:2;18:1
59,4:1;7:1;16:2
60,3:2;15:2
61,18:2;20:2
62,6:1;12:1
63,8:2
64,18:2
65,3:2;5:2;19:2
66,3:1;14:2;19:1
67,12:1;17:1
68,17:1
69,5:1;10:1
70,8:2;12:1;17:2
71,9:1;18:2
72,3:1;5:2;6:1;17:1
73,19:2
74,14:1;19:2
75,8:2;10:2;16:2;20:1
76,6:2;15:2
77,11:1
78,11:1;12:2;13:1
79,15:1
80,5:1;8:1
81,14:1;20:1
82,6:2;7:2;11:2
83,1:2;3:2
84,19:2
85,10:2
86,1:1;10:2;16:1;18:2
87,2:2;12:1;13:1
88,3:2;10:2;13:1
89,13:2
90,5:2;7:1;12:1
91,11:2
92,5:2;17:2;20:1
93,10:2;11:2;19:2
94,11:1
95,1:2;10:1;16:1
96,6:1;13:1;17:1
97,1:2;4:2;7:1;15:2
98,14:2;17:1
99,7:2;17:2
100,6:2;11:2;15:2
101,7:2;8:1;9:2
102,7:2;11:2;16:2
103,19:2
104,5:1;10:2
105,12:2;15:2
106,18:2
107,4:1;5:1;8:1;9:1
108,14:2
109,1:1;4:2;5:2
110,7:2;10:1;11:1
111,2:2;6:1;8:1;18:2
112,10:1
113,19:1
114,15:2;18:1
115,4:2;7:1;9:2
116,1:2;6:1;11:1
117,11:1;13:2;14:1;17:1
118,11:1
119,13:1
120,10:1;11:2
121,2:2;4:2;8:1
122,4:2;10:2;17:1
123,16:1
124,12:2;14:1;20:1
125,3:2;15:1;17:1;19:1
126,5:1;7:2;18:2;19:1
127,16:1;19:2
128,5:2
129,2:2;15:1;18:2
130,7:1
131,12:1
132,3:1;16:2
133,5:2
134,13:2;15:1
135,4:1;5:2;12:1;18:1
136,10:2
137,13:1;14:1;18:2;20:2
138,7:1
139,1:1;14:1
140,20:1
141,2:2;8:2;20:1
142,2:2;5:1
143,8:2;11:1;19:1;20:2
144,2:1;18:2
145,2:2;12:2;13:2
146,13:1
147,8:1;10:2;20:1
148,14:1;17:2;18:1
149,11:1
150,3:1;18:1
151,2:1;20:1
152,7:2;16:2;18:1;19:1
153,4:1;16:1
154,18:2
155,15:2;18:2
156,16:2;17:1
157,7:2;11:2;12:1
158,1:2;5:2
159,7:2
160,19:1
161,9:2;11:2;16:1
162,5:2;6:1;18:1
163,2:1;3:2
164,3:1;8:1
165,12:1;15:2
166,1:2;18:1;20:1
167,1:2;9:1;10:1;18:1
168,7:2;8:2
169,3:2;12:2
170,8:1;10:1
171,13:2
172,1:1;2:2;6:2
173,4:1;17:1;19:1
174,2:2;3:1;9:1;16:2
175,19:1
176,3:1;6:2;10:2
177,3:2;5:1;17:1
178,3:2
179,1:2;11:2;13:2;20:1
180,6:2;13:1;14:2
181,3:2;20:1
182,5:2;11:1;13:1
183,15:2
184,5:1
185,15:2
186,3:2
187,11:2;20:1
188,3:1;13:1
189,5:2;6:2;9:2
190,6:2
191,10:1;16:2
192,16:1
193,5:2
194,
195,
196,
197,
198,
199,
200,8:2;10:1
