1,28,00:26,7
2,5,00:15,10
3,31,00:19,7
4,35,00:17,7
5,35,00:01,6
6,35,00:20,2
7,7,00:26,4
8,23,00:05,10
9,3,00:19,7
10,22,00:27,7
11,7,00:01,2
12,17,00:07,9
13,34,00:19,10
14,37,00:07,8
15,24,00:13,8
16,38,00:23,9
17,10,00:11,1
18,31,00:03,5
19,27,00:02,2
20,10,00:11,5
21,22,00:15,4
22,34,00:16,6
23,31,00:03,8
24,29,00:10,2
25,20,00:01,2
26,2,00:29,6
27,7,00:23,3
28,16,00:17,3
29,36,00:05,6
30,36,00:14,8
31,15,00:27,7
32,12,00:06,7
33,26,00:01,10
34,13,00:15,10
35,28,00:13,1
36,14,00:07,5
37,5,00:19,2
38,35,00:06,6
39,21,00:06,8
40,8,00:08,8
41,34,00:21,6
42,39,00:13,10
43,26,00:20,2
44,23,00:12,8
45,40,00:05,5
46,40,00:20,2
47,9,00:10,2
48,16,00:10,2
49,12,00:12,3
50,33,00:13,7
51,39,00:04,10
52,25,00:14,3
53,32,00:21,9
54,12,00:18,3
55,32,00:09,3
56,12,00:10,8
57,40,00:01,6
58,1,00:16,3
59,13,00:27,7
60,36,00:17,8
61,27,00:23,8
62,27,00:24,8
63,32,00:05,2
64,37,00:01,4
65,19,00:01,5
66,15,00:18,5
67,11,00:26,8
68,37,00:25,8
69,36,00:17,2
70,37,00:03,5
71,35,00:28,6
72,35,00:28,1
73,29,00:18,4
74,28,00:03,4
75,20,00:29,1
76,29,00:08,6
77,6,00:15,2
78,16,00:07,10
79,23,00:29,10
80,28,00:05,10
81,9,00:26,4
82,14,00:27,1
83,37,00:11,9
84,18,00:20,9
85,11,00:11,5
86,19,00:19,5
87,33,00:23,2
88,9,00:25,7
89,4,00:09,3
90,9,00:08,3
91,21,00:28,4
92,26,00:16,3
93,37,00:21,5
94,27,00:12,8
95,5,00:21,2
96,26,00:17,5
97,24,00:15,8
98,21,00:19,1
99,6,00:24,8
100,23,00:29,2
101,35,00:13,4
102,28,00:28,4
103,32,00:09,6
104,19,00:11,9
105,37,00:04,10
106,32,00:26,6
107,4,00:01,2
108,30,00:01,2
109,11,00:15,8
110,1,00:14,4
111,9,00:22,5
112,11,00:29,5
113,6,00:22,6
114,17,00:02,6
115,11,00:01,7
116,20,00:24,4
117,28,00:22,2
118,7,00:01,4
119,31,00:02,3
120,38,00:07,9
121,29,00:01,1
122,22,00:27,2
123,28,00:23,3
124,31,00:02,4
125,25,00:03,2
126,7,00:10,6
127,20,00:04,7
128,9,00:21,3
129,5,00:18,10
130,1,00:20,3
131,29,00:12,4
132,10,00:14,10
133,29,00:29,4
134,6,00:03,3
135,8,00:20,7
136,23,00:14,6
137,9,00:08,5
138,6,00:08,9
139,39,00:20,10
140,19,00:26,1
141,20,00:07,9
142,39,00:17,4
143,26,00:10,1
144,16,00:16,7
145,8,00:08,8
146,39,00:02,9
147,1,00:12,6
148,9,00:13,10
149,27,00:12,9
150,12,00:26,8
151,5,00:01,10
