1,8,00:11,1
2,2,00:12,1
3,8,00:03,1
4,20,00:02,2
5,5,00:08,1
6,19,00:03,4
7,9,00:13,3
8,6,00:10,5
9,4,00:13,2
10,10,00:01,5
11,1,00:05,5
12,13,00:06,2
13,3,00:10,2
14,4,00:11,3
15,20,00:13,1
16,19,00:13,1
17,12,00:09,4
18,12,00:01,5
19,11,00:01,4
20,16,00:01,4
21,12,00:10,4
22,5,00:07,2
23,17,00:11,3
24,20,00:13,5
25,16,00:07,4
26,19,00:04,3
27,8,00:14,1
28,9,00:07,2
29,15,00:09,5
30,13,00:05,1
31,16,00:14,3
32,6,00:08,2
33,12,00:13,3
34,11,00:04,5
35,9,00:09,1
36,17,00:03,1
37,8,00:12,4
38,16,00:09,2
39,16,00:11,4
40,15,00:13,1
41,3,00:05,2
42,13,00:11,2
43,10,00:11,5
44,12,00:08,5
45,17,00:05,4
46,18,00:05,3
47,15,00:04,3
48,9,00:03,1
49,7,00:05,1
50,18,00:13,2
