1,
2,
3,
4,
5,1:4
6,2:3
7,1:4;2:3
8,3:4
9,3:5;5:3
10,1:10
11,2:5;4:8
12,1:15;3:10
13,4:23;5:343
14,8:4;10:3
15,4:1;5:23
16,3:13;4:31
17,5:131
18,2:31;5:13
19,5:56;12:56
20,6:13;6:34
21,42:5;161:6;171:4;282:6;302:4;374:2
22,26:3;363:2;385:4
23,80:4;261:2;298:5;312:3
24,50:2;71:6;264:4;337:2
25,283:2
26,31:3;70:1;80:3;340:3
27,57:1;68:4;269:3;375:5;383:5;384:6
28,322:6;377:1
29,26:6;142:6
30,67:4;225:3;368:2
31,22:2;100:5;368:1
32,2:6;101:1;130:3;203:6;209:5
33,50:2;183:2;204:1;236:6;276:1;300:6;313:2
34,153:5;194:1;241:2
35,135:2
36,42:2;78:1;84:4;201:4;291:1
37,189:1;202:4;214:2;236:6;286:4
38,31:3;156:3;186:3;298:6
39,101:2;157:6;201:2;310:5;351:4;395:3
40,67:4;86:2;87:4;98:1;233:1
41,71:3;111:6;211:5;341:6;379:3
42,263:6;264:1;348:5
43,76:1;123:6;160:5;328:5;365:6;371:4
44,69:6;123:3;174:4;287:2
45,116:3;121:2;126:1;273:6
46,362:3
47,137:6;190:4;192:6;240:5;369:6;399:3
48,138:3;206:2;301:3;326:2;365:4;369:3;370:5;396:4
49,33:3;107:2;196:1;221:2;258:3;305:3;373:3;398:1
50,45:4;95:5;175:2;261:3
51,7:2;58:2;94:3;123:6;142:5;155:1;229:3;233:2
52,27:5;136:2;279:2;334:2;342:4
53,29:4;110:5;159:4;368:2
54,10:6;16:6;274:6;349:1
55,41:4;62:1;73:5;189:3;282:3;374:2
56,91:3;222:3;236:6;259:6;379:6
57,100:2;255:6;330:6
58,76:4;114:2;228:5;237:4;380:4
59,2:6;32:1;58:6;100:6;143:3;240:2
60,167:5;189:6;333:1
61,248:6
62,96:3;159:4
63,14:5;117:6;155:1;310:2
64,18:3;63:3;85:6;102:2;194:5;319:4
65,295:6;372:4
66,181:6;192:6;316:2;369:2
67,328:4;355:2;395:6
68,148:4;187:6
69,67:1;117:5;217:3;219:1
70,24:4;26:5;96:4;236:1;262:5;283:2
71,8:2;51:4;64:1;252:3
72,253:6;342:4
73,68:2;103:2;135:2;167:6;227:2;245:2;386:2
74,79:3;130:5
75,182:1;208:4;376:2
76,26:6;125:4;200:2;326:1;336:6
77,204:4;351:3
78,249:6
79,63:2;166:1;288:6;335:1;396:2
80,30:5;118:6;147:4;205:6;261:3;339:4;340:1
81,24:6;38:6;90:1;129:3;164:1;186:4;292:6
82,290:6;393:3
83,9:5;47:2;193:5;292:3;296:4;344:5;370:4
84,1:1;71:3;245:2
85,37:1;255:2;319:6;334:6
86,38:2;104:6;293:4
87,19:4;38:4;85:2;111:1;208:5;219:2;243:2;268:4;290:6
88,174:4;272:6;274:5;296:4;319:3;357:2
89,47:4;60:3;309:3;323:2
90,64:1;75:2;120:1
91,179:4;397:4
92,1:4;4:5;26:4;72:4;146:3;246:3;365:5
93,46:4;104:3;153:4;159:6;215:1;230:3;231:3;294:1;304:1
94,20:5;102:6;113:4;162:3;241:5;358:4
95,41:5;57:6;71:4;184:2;290:3;326:2;333:1
96,57:5;83:2;92:4;180:4;189:6
97,41:5;121:5;149:5;161:3;269:5;315:4
98,127:3;135:6;153:2;170:3;223:6;337:3;386:1
99,126:5;292:2;302:6;309:3;386:3
100,9:6;136:6;139:6;210:5;270:2;295:2
101,66:5;216:6;257:4
102,54:1;81:5;128:4
103,59:1;246:4
104,99:3;147:4;190:5;212:2;323:2;364:1
