1,Madrugada,00:03
2,Madrugada_2,00:03
3,Madrugada_3,00:02
4,Madrugada_4,00:15
5,Madrugada_5,00:03
6,Madrugada_6,00:02
7,Madrugada_7,00:03
8,Madrugada_8,00:02
9,Madrugada_9,00:02
10,Madrugada_10,00:01
11,Madrugada_11,00:01
12,Madrugada_12,00:05
13,Madrugada_13,00:04
14,Madrugada_14,00:08
15,Madrugada_15,00:01
16,Madrugada_16,00:01
17,Amanecer,00:07
18,Amanecer_2,00:06
19,Amanecer_3,00:09
20,Amanecer_4,00:05
21,Amanecer_5,00:25
22,Amanecer_6,00:01
23,Amanecer_7,00:02
24,Amanecer_8,00:21
25,Amanecer_9,00:04
26,Amanecer_10,00:01
27,Amanecer_11,00:01
28,Amanecer_12,00:08
29,Amanecer_13,00:01
30,Amanecer_14,00:16
31,Amanecer_15,00:05
32,Amanecer_16,00:06
33,Alba,00:04
34,Alba_2,00:06
35,Alba_3,00:01
36,Alba_4,00:02
37,Alba_5,00:05
38,Alba_6,00:11
39,Alba_7,00:01
40,Alba_8,00:03
41,Alba_9,00:01
42,Alba_10,00:06
43,Alba_11,00:07
44,Alba_12,00:04
45,Alba_13,00:04
46,Alba_14,00:14
47,Alba_15,00:02
48,Alba_16,00:04
49,Manana,00:02
50,Manana_2,00:01
51,Manana_3,00:03
52,Manana_4,00:05
53,Manana_5,00:01
54,Manana_6,00:01
55,Manana_7,00:08
56,Manana_8,00:01
57,Manana_9,00:01
58,Manana_10,00:03
59,Manana_11,00:03
60,Manana_12,00:02
61,Manana_13,00:09
62,Manana_14,00:03
63,Manana_15,00:11
64,Manana_16,00:05
65,Mediodia,00:06
66,Mediodia_2,00:11
67,Mediodia_3,00:04
68,Mediodia_4,00:09
69,Mediodia_5,00:02
70,Mediodia_6,00:01
71,Mediodia_7,00:03
72,Mediodia_8,00:01
73,Mediodia_9,00:02
74,Mediodia_10,00:03
75,Mediodia_11,00:02
76,Mediodia_12,00:02
77,Mediodia_13,00:01
78,Mediodia_14,00:01
79,Mediodia_15,00:02
80,Mediodia_16,00:02
81,Siesta,00:05
82,Siesta_2,00:01
83,Siesta_3,00:02
84,Siesta_4,00:01
85,Siesta_5,00:02
86,Siesta_6,00:01
87,Siesta_7,00:03
88,Siesta_8,00:02
89,Siesta_9,00:02
90,Siesta_10,00:08
91,Siesta_11,00:03
92,Siesta_12,00:01
93,Siesta_13,00:03
94,Siesta_14,00:04
95,Siesta_15,00:05
96,Siesta_16,00:06
97,Tarde,00:01
98,Tarde_2,00:15
99,Tarde_3,00:09
100,Tarde_4,00:06
101,Tarde_5,00:02
102,Tarde_6,00:03
103,Tarde_7,00:01
104,Tarde_8,00:06
105,Tarde_9,00:03
106,Tarde_10,00:01
107,Tarde_11,00:01
108,Tarde_12,00:02
109,Tarde_13,00:06
110,Tarde_14,00:07
111,Tarde_15,00:03
112,Tarde_16,00:30
113,Atardecer,00:03
114,Atardecer_2,00:02
115,Atardecer_3,00:05
116,Atardecer_4,00:11
117,Atardecer_5,00:03
118,Atardecer_6,00:16
119,Atardecer_7,00:01
120,Atardecer_8,00:01
121,Atardecer_9,00:03
122,Atardecer_10,00:09
123,Atardecer_11,00:01
124,Atardecer_12,00:01
125,Atardecer_13,00:03
126,Atardecer_14,00:02
127,Atardecer_15,00:02
128,Atardecer_16,00:07
129,Crepusculo,00:04
130,Crepusculo_2,00:08
131,Crepusculo_3,00:16
132,Crepusculo_4,00:03
133,Crepusculo_5,00:03
134,Crepusculo_6,00:01
135,Crepusculo_7,00:02
136,Crepusculo_8,00:06
137,Crepusculo_9,00:17
138,Crepusculo_10,00:03
139,Crepusculo_11,00:02
140,Crepusculo_12,00:17
141,Crepusculo_13,00:05
142,Crepusculo_14,00:01
143,Crepusculo_15,00:03
144,Crepusculo_16,00:06
145,Noche,00:02
146,Noche_2,00:15
147,Noche_3,00:03
148,Noche_4,00:05
149,Noche_5,00:01
150,Noche_6,00:11
151,Noche_7,00:01
152,Noche_8,00:01
153,Noche_9,00:17
154,Noche_10,00:05
155,Noche_11,00:07
156,Noche_12,00:05
157,Noche_13,00:10
158,Noche_14,00:03
159,Noche_15,00:07
160,Noche_16,00:21
161,Medianoche,00:03
162,Medianoche_2,00:07
163,Medianoche_3,00:03
164,Medianoche_4,00:17
165,Medianoche_5,00:04
166,Medianoche_6,00:01
167,Medianoche_7,00:03
168,Medianoche_8,00:06
169,Medianoche_9,00:03
170,Medianoche_10,00:22
171,Medianoche_11,00:03
172,Medianoche_12,00:08
173,Medianoche_13,00:02
174,Medianoche_14,00:05
175,Medianoche_15,00:05
176,Medianoche_16,00:07
177,Penumbra,00:01
178,Penumbra_2,00:02
179,Penumbra_3,00:02
180,Penumbra_4,00:07
181,Penumbra_5,00:08
182,Penumbra_6,00:02
183,Penumbra_7,00:06
184,Penumbra_8,00:13
185,Penumbra_9,00:01
186,Penumbra_10,00:01
187,Penumbra_11,00:09
188,Penumbra_12,00:03
189,Penumbra_13,00:02
190,Penumbra_14,00:02
191,Penumbra_15,00:01
192,Penumbra_16,00:01
193,Aurora,00:01
194,Aurora_2,00:12
195,Aurora_3,00:04
196,Aurora_4,00:05
197,Aurora_5,00:03
198,Aurora_6,00:03
199,Aurora_7,00:09
200,Aurora_8,00:05
201,Aurora_9,00:20
202,Aurora_10,00:06
203,Aurora_11,00:03
204,Aurora_12,00:03
205,Aurora_13,00:05
206,Aurora_14,00:06
207,Aurora_15,00:02
208,Aurora_16,00:04
209,Ocaso,00:01
210,Ocaso_2,00:01
211,Ocaso_3,00:02
212,Ocaso_4,00:02
213,Ocaso_5,00:03
214,Ocaso_6,00:02
215,Ocaso_7,00:01
216,Ocaso_8,00:03
217,Ocaso_9,00:12
218,Ocaso_10,00:19
219,Ocaso_11,00:04
220,Ocaso_12,00:01
221,Ocaso_13,00:04
222,Ocaso_14,00:02
223,Ocaso_15,00:17
224,Ocaso_16,00:02
225,Vigilia,00:10
