1,34
1,47
1,48
1,50
1,52
1,56
1,74
1,81
1,91
1,96
2,10
2,41
2,46
2,70
2,89
3,17
3,32
3,69
3,75
3,90
4,14
4,41
4,61
4,69
4,78
4,91
5,29
5,35
5,45
5,60
5,71
5,83
5,90
5,92
6,56
6,57
6,59
6,64
6,76
6,80
7,3
7,58
7,72
8,8
8,9
8,19
8,36
8,45
8,46
8,62
8,73
8,88
8,91
8,93
9,4
9,18
9,51
9,56
9,63
9,77
9,91
9,92
9,98
10,30
10,39
10,40
10,43
10,58
10,69
10,87
10,90
11,1
11,7
11,19
11,41
11,53
11,70
11,76
11,79
11,88
11,99
12,9
12,10
12,16
12,53
12,68
12,76
12,79
12,94
12,100
13,4
13,23
13,24
13,25
13,32
13,77
13,98
13,100
14,12
14,13
14,16
14,43
14,50
14,52
14,74
14,88
14,90
14,94
15,13
15,18
15,24
15,40
15,44
15,46
15,61
15,90
16,12
16,24
16,26
16,33
16,34
16,52
16,56
16,64
17,11
17,44
17,58
17,82
17,83
18,3
18,8
18,33
18,72
18,78
18,88
19,1
19,2
19,22
19,68
20,4
20,40
20,50
20,73
21,9
21,23
21,24
21,25
21,64
21,69
21,80
21,82
22,13
22,20
22,48
22,77
22,88
23,4
23,20
23,23
23,57
23,65
23,91
23,99
24,14
24,16
24,38
24,40
24,45
24,69
25,13
25,20
25,22
25,25
25,64
25,67
25,76
25,78
26,9
26,15
26,50
26,58
26,59
26,71
26,85
26,86
27,19
27,25
27,31
27,47
27,63
28,8
28,46
28,62
28,85
28,91
29,12
29,42
29,67
29,68
29,84
29,85
30,26
30,37
30,42
30,51
30,67
30,69
30,70
30,83
30,90
30,97
31,26
31,38
31,52
31,55
31,81
31,98
32,4
32,11
32,14
32,42
32,62
32,63
32,72
32,79
33,8
33,37
33,64
33,68
33,88
33,90
33,99
34,12
34,40
34,76
35,4
35,7
35,23
35,25
35,39
35,41
35,50
35,69
35,70
35,83
35,95
36,7
36,23
36,48
36,56
36,66
36,68
36,88
36,95
37,6
37,10
37,13
37,24
37,27
37,28
37,29
37,41
37,59
37,64
37,74
37,92
38,1
38,2
38,6
38,15
38,27
38,31
38,38
38,43
38,49
38,85
38,89
39,6
39,19
39,20
39,30
39,48
39,52
40,34
40,55
40,74
40,80
40,86
40,88
40,91
41,2
41,27
41,35
41,49
41,53
41,54
41,84
41,89
41,95
42,2
42,33
42,63
42,77
42,100
43,6
43,10
43,15
43,17
43,29
43,51
43,58
43,82
43,85
43,89
43,90
43,99
44,9
44,24
44,63
45,22
45,33
45,37
45,51
45,88
45,89
45,92
45,95
46,14
46,16
46,26
46,34
46,37
