1,196:2;208:2;223:4;280:2
2,197:3;285:4
3,148:2;447:2
4,37:1
5,370:4;454:4
6,44:4;71:4
7,93:4;233:4;261:4;320:3
8,96:1;218:4
9,257:3;365:4
10,18:4;20:3;291:1
11,41:3;73:4;354:1;493:1
12,242:1;323:3
13,463:3
14,241:4
15,170:3;216:3;294:3;376:2
16,356:3
17,32:2;243:1;323:3
18,147:4
19,65:1
20,68:3;130:3;316:3
21,380:1
22,303:2;466:4
23,90:2;134:4;414:2
24,176:1
25,305:2;479:4
26,122:4;197:2;339:2;395:3
27,329:3
28,27:2
29,155:2;205:4;244:4;383:4
30,75:4;272:1;446:3
31,162:1;196:1;348:3;493:4
32,137:1;139:3;172:4
33,124:2;346:3;384:2;396:3
34,345:1
35,7:4
36,269:1
37,113:3;146:2;180:1;372:1
38,30:2
39,363:1
40,439:2
41,332:2;337:1;392:2;461:3
42,240:1;339:4;480:3
43,342:3;355:3;395:2;463:1
44,32:4;196:3;398:1
45,136:2;417:4;490:1
46,103:2;202:4;313:1;476:2
47,55:4;112:3;315:1;330:1
48,37:3
49,10:1;77:1;255:4;460:3
50,169:4;359:1
51,207:1;224:2;245:1;433:4
52,63:3;275:3;291:3;479:4
53,324:1
54,274:3;437:1;492:4
55,91:1;104:4;332:2
56,200:1;357:3;459:4
57,454:4
58,19:2;72:1
59,200:1;251:3
60,274:4;416:1;428:1;495:3
61,173:1
62,61:4;109:2;335:2;414:1
63,377:2
64,10:1;242:2;335:2;465:1
65,26:3;324:1
66,88:1;303:1;313:1;428:4
67,33:2;412:4
68,378:4;416:3;428:1
69,165:2;429:1
70,33:1;172:3
71,213:2;388:3
72,125:1;225:2
73,406:4
74,9:4;451:1
75,4:2
76,362:3
77,356:4;396:2;406:2;414:2
78,211:2;231:2;268:1
79,256:1;368:3
80,3:2;215:2;286:1
81,317:3
82,238:2;395:3
83,100:1
84,351:4;433:4
85,82:1;344:1
86,108:3;146:3;223:4
87,54:1
88,81:1;403:4
89,37:2
90,167:2;215:3;297:2;304:1
91,51:4;117:2;122:4
92,38:4;242:1
93,75:4;111:2;313:4;476:3
94,235:2;369:3
95,66:1;104:1;172:3
96,57:4;437:4
97,88:3;113:2;176:2;390:2
98,211:4
99,243:4;303:3
100,374:4
