1,186,03:20,24
2,203,07:10,18
3,411,02:26,25
4,111,05:51,9
5,19,03:56,21
6,257,05:24,18
7,81,02:39,9
8,324,06:38,10
9,140,03:58,26
10,68,07:05,12
11,40,02:37,15
12,8,07:09,38
13,471,01:07,32
14,100,06:32,21
15,218,05:42,11
16,141,03:00,13
17,497,05:36,29
18,150,02:22,22
19,288,03:28,28
20,260,02:51,17
21,373,03:29,22
22,232,03:39,14
23,395,03:05,28
24,289,03:25,21
25,74,06:33,7
26,288,01:42,35
27,128,01:01,33
28,430,04:32,27
29,31,05:44,23
30,160,04:54,7
31,165,05:42,34
32,447,01:14,25
33,407,04:42,27
34,492,04:02,26
35,363,04:32,21
36,472,02:24,16
37,66,03:30,23
38,384,01:18,22
39,446,00:41,30
40,88,06:30,33
41,72,07:23,32
42,205,01:23,18
43,151,06:21,26
44,166,04:29,25
45,73,03:42,27
46,488,04:56,37
47,129,04:15,18
48,475,06:40,11
49,269,07:01,17
50,163,02:42,21
51,35,01:26,14
52,356,02:52,26
53,49,03:07,35
54,81,01:53,26
55,177,02:55,16
56,146,07:41,33
57,374,03:03,33
58,479,03:42,25
59,40,03:23,11
60,144,02:00,23
61,65,06:00,32
62,170,06:08,39
63,142,07:01,36
64,108,00:46,15
65,47,06:27,10
66,85,06:08,12
67,40,00:51,32
68,218,05:10,21
69,257,03:59,26
70,202,05:14,29
71,182,05:14,28
72,272,03:06,13
73,485,06:40,14
74,431,04:32,31
75,356,04:43,22
76,461,04:56,18
77,13,05:36,27
78,373,02:54,38
79,449,02:36,18
80,478,03:27,22
81,185,03:16,20
82,159,01:55,21
83,258,02:49,11
84,332,04:10,29
85,23,06:22,18
86,321,02:51,17
87,312,04:56,22
88,243,07:23,22
89,20,01:48,25
90,362,04:09,8
91,215,07:38,6
92,228,06:08,13
93,50,06:22,16
94,336,06:09,12
95,429,06:55,17
96,464,05:57,29
97,8,04:51,16
98,34,04:38,22
99,374,01:35,21
100,23,04:01,24
101,210,03:40,11
102,141,04:08,15
103,239,06:23,22
104,477,02:30,7
105,94,03:42,17
106,303,02:56,7
107,112,04:36,18
108,450,04:25,17
109,383,06:47,15
110,28,04:56,16
111,143,03:12,25
112,116,04:39,16
113,91,02:31,24
114,48,03:50,31
115,179,06:26,32
116,425,05:59,8
117,487,06:27,18
118,276,03:32,26
119,331,06:47,17
120,176,05:28,27
121,47,05:51,16
122,112,03:18,6
123,265,05:52,22
124,72,04:47,23
125,289,04:42,21
126,166,03:40,13
127,82,04:04,22
128,332,01:18,22
129,84,04:36,7
130,225,06:29,34
131,295,05:08,29
132,428,02:15,32
133,173,05:17,23
134,21,05:03,21
135,216,05:27,28
136,206,02:49,23
137,86,04:05,24
138,488,06:00,10
139,340,05:06,5
140,159,07:05,17
141,235,02:33,16
142,338,01:35,16
143,158,01:12,15
144,224,03:42,13
145,351,06:22,13
146,245,02:17,20
147,282,04:55,23
148,343,05:29,23
149,391,02:12,16
150,391,02:25,21
151,420,06:23,34
152,202,02:45,28
153,343,06:02,9
154,454,03:34,20
155,186,03:49,21
156,307,05:14,11
157,71,03:07,9
158,155,02:24,24
159,335,02:45,15
160,160,04:50,18
161,134,02:44,19
162,350,06:09,19
163,413,01:57,17
164,412,03:43,17
165,66,04:55,28
166,6,05:11,27
167,395,01:37,23
168,380,03:24,35
169,258,05:15,27
170,433,04:05,10
171,218,05:52,16
172,77,01:33,28
173,102,06:02,35
174,223,02:20,12
175,63,06:10,27
176,26,05:51,21
177,218,04:36,11
178,278,02:01,22
179,214,02:06,21
180,326,02:52,16
181,375,02:35,21
182,90,02:49,9
183,373,03:32,30
184,458,02:49,35
185,125,07:33,36
186,235,00:32,23
187,20,03:26,17
188,263,03:39,21
189,217,01:55,15
190,370,06:21,17
191,495,04:08,26
192,134,04:10,35
193,438,04:43,14
194,294,03:07,23
195,383,06:40,15
196,257,03:15,33
197,466,03:54,19
198,3,02:47,15
199,337,01:50,24
200,307,06:29,15
201,114,01:06,19
202,33,04:05,35
203,302,04:48,31
204,278,03:56,19
205,176,03:00,27
206,78,05:59,23
207,273,03:56,22
208,207,03:09,22
209,324,04:46,15
210,107,05:48,22
211,150,04:51,30
212,16,03:33,25
213,320,04:10,28
214,392,03:31,28
215,381,03:18,31
216,68,04:29,8
217,203,01:57,23
218,149,04:44,19
219,282,03:27,21
220,462,03:59,23
221,323,03:30,28
222,275,04:12,21
223,254,05:33,25
224,81,04:47,23
225,2,06:12,26
226,336,03:53,17
227,298,04:52,28
228,97,03:01,28
229,71,05:35,20
230,307,05:55,15
231,167,03:54,25
232,321,05:15,15
233,12,06:07,31
234,262,04:48,21
235,189,07:16,14
236,242,04:09,16
237,151,00:26,26
238,237,03:12,35
239,124,04:25,32
240,329,04:09,31
241,447,01:50,18
242,4,03:33,31
243,241,05:40,17
244,491,04:26,22
245,367,06:17,19
246,225,05:57,12
247,416,05:34,14
248,205,05:35,29
249,404,01:02,14
250,389,06:23,10
251,188,04:52,16
252,468,04:43,23
253,136,01:56,18
254,461,05:27,17
255,176,04:28,26
256,404,05:14,28
257,141,02:52,10
258,268,01:25,20
259,289,04:53,20
260,484,03:58,29
261,244,05:14,15
262,381,06:49,10
263,312,05:14,22
264,327,01:09,26
265,156,03:20,10
266,187,05:35,30
267,245,03:35,17
268,301,06:09,28
269,192,05:39,22
270,446,04:35,22
271,460,01:47,14
272,116,02:20,13
273,143,06:18,11
274,183,04:21,20
275,431,07:14,25
276,380,02:34,15
277,321,01:56,20
278,139,04:57,21
279,497,03:53,34
280,268,02:14,15
281,354,06:51,16
282,354,05:20,8
283,312,03:43,12
284,381,04:12,8
285,268,01:39,15
286,125,06:07,35
287,238,02:53,13
288,405,03:13,23
289,60,02:23,23
290,52,05:09,27
291,250,03:57,20
292,221,04:25,22
293,302,06:33,35
294,1,04:34,34
295,139,05:06,17
296,260,04:32,20
297,136,06:22,19
298,141,05:38,27
299,321,02:30,22
300,4,03:46,32
301,84,01:06,24
302,49,05:56,29
303,422,01:42,12
304,110,03:40,21
305,393,04:33,14
306,475,03:43,24
307,166,01:35,19
308,437,03:29,17
309,490,04:30,34
310,400,04:31,17
311,242,07:41,22
312,75,02:54,23
313,231,03:20,32
314,391,01:55,15
315,496,03:28,20
316,393,01:20,14
317,339,04:25,22
318,13,03:24,24
319,286,05:54,14
320,317,04:17,13
321,39,01:50,27
322,483,05:58,18
323,400,04:46,24
324,144,05:25,15
325,52,03:10,20
326,276,03:40,14
327,242,04:01,14
328,397,05:13,10
329,302,03:58,25
330,46,03:06,30
331,280,06:28,27
332,272,05:02,6
333,396,03:48,23
334,464,05:32,13
335,165,03:10,27
336,171,03:59,18
337,310,03:30,9
338,329,03:48,29
339,409,04:00,19
340,468,04:01,20
341,224,02:26,29
342,252,03:54,14
343,377,02:55,21
344,400,02:55,23
345,434,04:16,34
346,313,03:49,17
347,419,03:22,20
348,334,01:50,25
349,174,04:28,15
350,206,03:57,21
351,425,01:51,9
352,166,02:37,17
353,300,06:33,29
354,235,06:00,26
355,474,04:52,24
356,97,04:11,17
357,93,00:34,38
358,484,04:01,23
359,179,01:48,19
360,337,01:52,16
361,218,02:17,19
362,14,04:37,19
